20050207	U.K. Mobile Services: A Saturated But Changing Market	Operators hopes of generating additional revenue from third-generation (3G) services have not been helped by the regulator’s proposal to deregulate spectrum allocation. 	z_20050204_01_fp.html	/regionalization/img/content/20050204_fp_homepage.jpg	Mon, 07 Feb 2005 11:07:44 GMT
20050124	Fresh Strategies for Customer Relationship Management	In 2005, many companies will expect their CRM applications to drive up revenue. We show you how to prepare to meet this need.	z_20050121_01_fp.html	/regionalization/img/content/20050121_fp_homepage.jpg	Mon, 24 Jan 2005 11:42:08 GMT
20050111	Steady Growth in Europe for Business Intelligence Software	New license revenue for stand-alone business intelligence software in Europe will grow at a compound annual rate of 4.8 percent in 2008.	z_20050107_01_fp.html	/regionalization/img/content/20050107_fp_homepage.jpg	Tue, 11 Jan 2005 09:58:18 GMT
20041224	Choosing the Right Strategy for Broadband TV in Europe	We reveal which European countries hold most promise for broadband TV services, and how to make the most of emerging opportunities.	z_20041224_01_fp.html	/regionalization/img/content/20041224_fp_homepage.jpg	Fri, 24 Dec 2004 12:48:03 GMT
20041224	Choosing the Right Strategy for Broadband TV in Europe	We reveal which European countries hold most promise for broadband TV services, and how to make the most of emerging opportunities.	z_20041224_01_fp.html	/regionalization/img/content/20041224_fp_homepage.jpg	Fri, 24 Dec 2004 12:48:03 GMT
20041210	Europe Finally Gets to See 3G	At the end of 2004, mobile phone companies finally unveiled serious third generation (3G) mobile phone services in several European countries. Price quickly became an issue.	z_20041210_01_fp.html	/regionalization/img/content/20041210_fp_homepage.jpg	Fri, 10 Dec 2004 16:37:07 GMT
20041210	Europe Finally Gets to See 3G	At the end of 2004, mobile phone companies finally unveiled serious third generation (3G) mobile phone services in several European countries. Price quickly became an issue.	z_20041210_01_fp.html	/regionalization/img/content/20041210_fp_homepage.jpg	Fri, 10 Dec 2004 16:37:07 GMT
20041129	Creating the High-Performance Organization	Businesses need to implement a values-based scorecard to measure the ‘soft’ factors of performance management.	z_20041126_01_fp.html	/regionalization/img/content/20041126_fp_homepage.jpg	Mon, 29 Nov 2004 11:53:23 GMT
20041112	Spectrum Liberalization Will Boost U.K. Wireless Services	The U.K. regulator is changing the way radio spectrum is allocated and managed. The result will be more investment and innovation in mobile and wireless services.	z_20041112_01_fp.html	/regionalization/img/content/20041112_fp_homepage.jpg	Fri, 12 Nov 2004 17:41:15 GMT
20041101	Internet Access Shifts From Dial Up To Broadband in Europe	Most Internet services in Western Europe will continue to be delivered over dial-up lines until about 2008. Broadband with DSL technologies will help incumbents in the market.	z_20041029_01_fp.html	/regionalization/img/content/20041029_fp_homepage.jpg	Mon, 01 Nov 2004 09:26:50 GMT
20041015	Europe Leads in Smartphone Adoption	Over half of worldwide smartphone shipments in 2Q04 were for Europe. By 2008, we predict that over a quarter of Western European handset sales will be smartphones.	z_20041015_01_fp.html	/regionalization/img/content/20041015_fp_homepage.jpg	Fri, 15 Oct 2004 16:43:51 GMT
20041001	Deciding a Cost-Effective Strategy For The Windows Client OS License	In deciding your Windows client OS strategy, you must understand how your company upgrades from one version to another.	z_20041001_01_fp.html	/regionalization/img/content/20041001_fp_homepage.jpg	Fri, 01 Oct 2004 10:17:49 GMT
20040917	How to Avoid RFID Patent Infringements 	The intellectual property issues surrounding Radio-Frequency Identification mean that users must clearly define their RFID strategy. 	z_20040917_01_fp.html	/regionalization/img/content/20040917_fp_homepage.jpg	Fri, 17 Sep 2004 08:49:17 GMT
20040903	Fighting Spam at Enterprise Level	Legislation will not halt the growth of spam. Companies must select enterprise spam filtering solutions now or risk falling behind IT industry norms.	z_20040903_01_fp.html	/regionalization/img/content/20040903_fp_homepage.jpg	Fri, 03 Sep 2004 16:32:24 GMT
20040820	Information Democracy Spurs Growth in BI Tools	As information democracy improves, more companies are implementing business intelligence (BI) applications and tools to reap the benefits.	z_20040820_01_fp.html	/regionalization/img/content/20040820_fp_homepage.jpg	Fri, 20 Aug 2004 08:25:08 GMT
20040816	Western European Mobile and Fixed Voice Revenues Decline	Declines in the top 10 operators’ fixed voice and mobile revenues have been largely offset by growing revenue from data and Internet services.	z_20040813_01_fp.html	/regionalization/img/content/20040813_fp_homepage.jpg	Mon, 16 Aug 2004 08:55:46 GMT
20040806	European Firms Should Dispose of PCs Through Trade-in Programs	The need to comply with new EU recycling legislation will change how companies currently recycle old PCs.	z_20040806_01_fp.html	/regionalization/img/content/20040806_fp_homepage.jpg	Fri, 06 Aug 2004 16:39:24 GMT
20040802	Market Saturation Challenges Mobile Phone Companies in Europe	Mobile operators now face market saturation with nearly nine out of ten people in Western Europe having a mobile connection.	z_20040730_01_fp.html	/regionalization/img/content/20040730_fp_homepage.jpg	Mon, 02 Aug 2004 12:03:01 GMT
20040723	EU Policy Makes Buying PCs More Expensive For Governments	New EU legislation has added to the complexity of large-scale PC procurements in Europe.	z_20040723_01_fp.html	/regionalization/img/content/20040723_fp_homepage.jpg	Fri, 23 Jul 2004 16:09:20 GMT
20040719	Full-Service HR Outsourcing Grows in Europe	IT service providers, payroll specialists and offshore companies are gearing up to provide full-service HR BPO in Europe.	z_20040716_01_fp.html	/regionalization/img/content/20040716_fp_homepage.jpg	Mon, 19 Jul 2004 12:16:44 GMT
20040709	IT Security a High Priority For European Businesses	Security product buyers must beware of vendors whose offerings fall short of full functionality.	z_20040709_01_fp.html	/regionalization/img/content/20040709_fp_homepage.jpg	Fri, 09 Jul 2004 16:02:55 GMT
20040702	Companies Must Plan for Windows Migration	Microsoft’s extended support lifecycle for Windows 2000 and XP is helpful, but companies need better information on when new versions will ship.	z_20040702_01_fp.html	/regionalization/img/content/20040702_fp_homepage.jpg	Fri, 02 Jul 2004 16:32:15 GMT
20040629	Mobile Video: Facing the Hype In Europe	Despite its hype in Europe, growth in mobile video is expected to be limited until 2010.	z_20040625_01_fp.html	/regionalization/img/content/20040625_fp_homepage.jpg	Fri, 25 Jun 2004 10:44:59 GMT
20040621	Europe&#146;s Contact Centers Aim For Better Service	The need to improve business performance is driving contact center investment in Europe.	z_20040618_01_fp.html	/regionalization/img/content/20040618_fp_homepage.jpg	Mon, 21 Jun 2004 11:53:28 GMT
